9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
9.324699343814453E-15 9.540682597439496E-16 
2.1410999821602088E-16 7.828157622310715E-14 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
9.324699343814453E-15 9.540682597439496E-16 
1.5821502541648486E-15 1.1949808333475725E-15 
2.1410999821602088E-16 7.828157622310715E-14 
