1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
1.893196714015779E-15 4.67300755190301E-16 
4.8159442725021074E-17 6.079738949014533E-14 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
4.8159442725021074E-17 6.079738949014533E-14 
1.893196714015779E-15 4.67300755190301E-16 
1.2100686575823447E-15 9.642173027232482E-15 
1.6030133444676264E-15 9.489918911999576E-15 
